source_register,source_id,source_title,source_original_severity,source_date,source_baseline_sha,source_recorded_disposition,source_evidence,source_failure_scenario,source_affected,source_prerequisites,source_test_limitations,source_acceptance_criteria,source_recommended_fix,source_rollout_considerations,source_production_evidence,source_artifact_hash,canonical_id,current_severity,current_status,current_exposure,production_reachable,launch_gate,train,parallel_group,depends_on,required_prs,last_verified_sha,last_verified_at
Hone_Independent_Audit_2026-07-27.md,F-CLIN-000,"Finalized authoritative structured areas are mutable, unsigned and outside correction lineage",P0,2026-07-27,96b28d62a5f3b9acd67d00b24c80caebd6a66e5d (audit §1.2 baseline),,"Migration 0128 defines `session_block_areas` as the authoritative ordered area/laterality rows and explicitly grants authenticated studio members SELECT/INSERT/UPDATE/DELETE under an `FOR ALL` membership policy. The finalization trigger list predates this table and does not guard it. The signed snapshot does not include it, and the correction dispatcher has no structured-area target.","After finalization, a practitioner—or any authenticated member able to call PostgREST—deletes “left cheek” and inserts “right cheek,” or removes all areas. The finalized status and original signed hash remain unchanged. No correction version preserves or restores the prior authoritative rows.","Finalized treatment records, treated-area history, laterality, practitioner trust, exports and any future decision support derived from those rows.",Authenticated membership in the same studio and knowledge of a block identifier; no owner role or special service credential is required.,Migration-shape/source tests can prove the policy text but do not prove immutability. Existing finalization tests cannot cover a table that was added later unless explicitly updated.,"Fresh-DB test: finalize a record, then assert direct insert/update/delete and area-replacement RPC all fail; assert a reasoned correction creates immutable before/after versions; assert snapshot hash changes when area/laterality/order changes.",Emergency containment migration: attach a finalized-parent guard to `session_block_areas`; revoke direct INSERT/UPDATE/DELETE from `authenticated`; permit mutations only through a validated draft-only command. Add structured areas to canonical snapshot v2 and correction/amendment support. Run a production-safe audit query for post-finalization area mutations before enabling or expanding use.,"Forward-only migration. First contain writes, then introduce snapshot v2/correction support. Do not rewrite historical signed snapshots silently; version the snapshot schema and record any remediation as an attributed correction.",,712a9f7acd3e3c0f929206023630b08777af893667177e95ac1c0689d4f82beb,HN-001,P3,PRODUCTION_VERIFIED,NOT_REACHABLE_IN_PRODUCTION,false,NOT_REQUIRED_BY_CURRENT_PRODUCT_DECISION,NONE,,,,c64366c9ba4130283932bbe21e32bf2ed62c4975,2026-07-30
Hone_Independent_Audit_2026-07-27.md,F-CLIN-001,Finalization can race a child write and sign a state different from the committed finalized rows,P1,2026-07-27,96b28d62a5f3b9acd67d00b24c80caebd6a66e5d (audit §1.2 baseline),,"Child-table write guards perform a plain parent-status SELECT. The finalizer locks only the session row, builds the snapshot, hashes it and inserts finalization artifacts. It does not lock every child row/table or force child mutations through a lock-compatible command.","Transaction A begins an update while the session is draft and its trigger observes draft status. Transaction B locks the session, snapshots children and finalizes. Transaction A then commits the already-authorized child mutation after the snapshot. The row is finalized, but the signed artifact describes the pre-mutation state.","All clinical child fields guarded by the trigger model, including blocks, modality entries and images; integrity attestations and corrections.",Two overlapping authenticated requests against the same draft session.,"Existing tests cover concurrent finalizer-versus-finalizer calls, not finalizer-versus-child-write interleavings. Source tests cannot establish transaction ordering.","DB integration test with two independent transactions and barriers: child mutation pauses after authorization, finalizer completes, child commit must block then fail; repeat for each child table and structured areas.",Use a single per-session advisory/row-lock protocol for every clinical mutation and finalization. Commands that mutate children should lock the parent `FOR UPDATE` before checking draft status; finalization should acquire the same lock before collecting the snapshot.,Ship after the P0 guard or in the same containment series. Keep finalization disabled until the concurrency test passes from a fresh DB.,,712a9f7acd3e3c0f929206023630b08777af893667177e95ac1c0689d4f82beb,HN-002,P3,SUPERSEDED_BY_PRODUCT_DECISION,NOT_REACHABLE_IN_PRODUCTION,false,NOT_REQUIRED_BY_CURRENT_PRODUCT_DECISION,NONE,,,,c64366c9ba4130283932bbe21e32bf2ed62c4975,2026-07-30
Hone_Independent_Audit_2026-07-27.md,F-CLIN-002,The signed finalization snapshot omits authoritative clinical fields added after the original design,P1,2026-07-27,96b28d62a5f3b9acd67d00b24c80caebd6a66e5d (audit §1.2 baseline),,The snapshot builder serializes a subset of session/block/entry/image fields. It does not include the authoritative `session_block_areas` rows and does not cover later probe-inventory linkage and conditional numbing fields introduced by migrations 0155/0156. A successful hash therefore is not a complete representation of the record visible to a practitioner.,"Two records with different structured areas, inventory-backed probe selection or numbing details can produce snapshots that do not reflect those differences. A verifier may report the hash as valid while important chart content has changed or was never represented.","Finalized clinical records, legal/clinical exports, dispute resolution and future audit verification.",A finalized session containing any omitted field.,Tests that assert the existence of a hash or a selected JSON shape can pass while the shape is incomplete. A completeness contract against the current schema is missing.,Golden DB tests create records differing one clinically meaningful field at a time and assert canonical snapshot/hash differences; verify round-trip rendering and export from the snapshot.,"Introduce a versioned canonical snapshot schema that includes every clinically authoritative table/field, sorted deterministically. Define explicit inclusion/exclusion rules and fail finalization if an unknown required schema version is encountered.",Do not mutate old snapshots. Store `snapshot_schema_version`; preserve legacy version verification and use attributed corrections/backfill attestations where needed.,,712a9f7acd3e3c0f929206023630b08777af893667177e95ac1c0689d4f82beb,HN-003,P3,SUPERSEDED_BY_PRODUCT_DECISION,NOT_REACHABLE_IN_PRODUCTION,false,NOT_REQUIRED_BY_CURRENT_PRODUCT_DECISION,NONE,,,,c64366c9ba4130283932bbe21e32bf2ed62c4975,2026-07-30
Hone_Independent_Audit_2026-07-27.md,F-CLIN-003,Intake submission can overwrite a concurrent practitioner edit to the client profile,P1,2026-07-27,96b28d62a5f3b9acd67d00b24c80caebd6a66e5d (audit §1.2 baseline),,"Submission uses a status compare-and-set for the intake, then separately reads the client, builds a patch from intake answers and updates the client by `id`. There is no version predicate, `updated_at` compare, field-level merge contract or transaction spanning submit and profile synchronization.","A practitioner corrects the client’s phone, birth date or other synchronized field while the client submits intake. The post-submit sync uses its earlier read and overwrites the newer practitioner value. Both actions appear successful.","Client demographics/contact data and downstream appointment, consent and communication workflows.",Concurrent profile edit and intake submission affecting the same synchronized field.,"The intake CAS test protects duplicate submission, not lost updates in the separate profile table. Ordinary unit mocks are unlikely to reproduce the interleaving.",Two-connection DB test: update client after intake read but before sync; command must preserve the newer value or return a conflict requiring review.,Move synchronization into a database command with explicit field authority and optimistic concurrency. Prefer storing intake answers as immutable submitted evidence and requiring a deliberate practitioner-reviewed merge for fields that can conflict.,Avoid silently re-running historical intake sync. Add a visible “profile differs from submitted intake” reconciliation state.,,712a9f7acd3e3c0f929206023630b08777af893667177e95ac1c0689d4f82beb,HN-004,P3,OPEN,REACHABLE_IN_PRODUCTION,true,BEFORE_TEN_STUDIOS,T8,PG-intake,,PR-12,c64366c9ba4130283932bbe21e32bf2ed62c4975,2026-07-30
Hone_Independent_Audit_2026-07-27.md,F-CLIN-004,A draft intake can be marked reviewed without ever being submitted,P1,2026-07-27,96b28d62a5f3b9acd67d00b24c80caebd6a66e5d (audit §1.2 baseline),,"The review action updates the intake to `reviewed` using intake ID and studio scope. It does not require current status `submitted`, verify that the intake belongs to the route client, check one affected row, or capture a submitted version as the reviewed artifact.","A practitioner opens a client route with a stale/mismatched intake ID or triggers the action before submission. The record becomes reviewed even though answers are incomplete or still editable, creating a false clinical review signal.","Intake status, practitioner decision-making, audit records and any booking/treatment gate relying on “reviewed.”",Authenticated same-studio member and an intake identifier.,Happy-path UI tests may only exercise submitted intake. RLS membership prevents cross-studio access but not wrong-client or wrong-state transitions within a studio.,"DB tests for draft→reviewed rejection, wrong-client rejection, duplicate review idempotency and concurrent submit/review ordering.","Implement a database transition command requiring `status = submitted`, matching `client_id`, active practitioner attribution, submitted version/hash and exactly one affected row. Make invalid transitions fail closed.","Existing erroneously reviewed rows require a safe audit/reconciliation report, not silent downgrade.",,712a9f7acd3e3c0f929206023630b08777af893667177e95ac1c0689d4f82beb,HN-005,P2,OPEN,REACHABLE_IN_PRODUCTION,true,WILLOW_NOW,T8,PG-intake,,PR-12,c64366c9ba4130283932bbe21e32bf2ed62c4975,2026-07-30
Hone_Independent_Audit_2026-07-27.md,F-DATA-001,"The owner export is described as complete but omits material clinical, privacy, payment and media records",P1,2026-07-27,96b28d62a5f3b9acd67d00b24c80caebd6a66e5d (audit §1.2 baseline),,"The export reads a selected set of CSV datasets and explicitly excludes image binaries/storage paths and payment tables. It also omits intake/health forms, consent signatures/templates, clinical snapshots/corrections/amendments, portal messages and several audit/provenance tables. The UI says data is exportable and the README/action copy describes broad completeness.","A studio leaves Hone, responds to an access request or needs a clinical/legal archive. The ZIP appears successful but lacks records required to reconstruct the full client history or verify finalized/corrected records. The studio may delete its account believing it has everything.","Every studio/client, clinical/legal records, privacy requests and switching trust.",Owner runs the export and relies on its completeness.,Tests can assert expected filenames without comparing export coverage to the current schema/storage inventory.,"Seed one row/object in every exportable table/bucket; export, validate manifest/checksums and import into a verification tool. Test large studios and revoked/deleted records under retention policy.","Define a versioned export manifest covering every tenant-owned table, consent/intake versions, snapshots/corrections, payment metadata, communication/audit records and image binaries with checksums. Generate a completeness report and allow independent validation.",Correct the UI immediately to say “partial export” until complete. Do not perform destructive offboarding based on the current artifact.,,712a9f7acd3e3c0f929206023630b08777af893667177e95ac1c0689d4f82beb,HN-019,P1,OPEN,REACHABLE_IN_PRODUCTION,true,BEFORE_STUDIO_2,T10,PG-data,F-IMPORT-001,PR-16 PR-17,c64366c9ba4130283932bbe21e32bf2ed62c4975,2026-07-30
Hone_Independent_Audit_2026-07-27.md,F-IMPORT-001,Quick Import is non-transactional and can strand clients without their treatment history,P1,2026-07-27,96b28d62a5f3b9acd67d00b24c80caebd6a66e5d (audit §1.2 baseline),,"The action bulk-inserts clients, then inserts treatment-memory rows. If memory insertion fails, the clients remain while the batch is marked voided. A retry skips existing clients, so the original file may not repair the missing history. The final completed-state update result is also not checked.","A large import succeeds for clients but fails on one malformed/history row or transient DB error. Operators see a failed batch, retry, and receive duplicate-skips while the client profiles remain permanently detached from expected treatment memories.","Imported clients, historical treatment context, launch data quality and support workload.",Any failure after client insert and before all memory rows/final batch transition complete.,Happy-path import tests and per-row validation do not prove atomicity or idempotent recovery after a mid-batch fault.,Fault-injection DB tests at every phase; retry same batch must converge to one correct result; cross-tenant IDs and spreadsheet formula payloads must fail safely.,"Implement a transactional import RPC or staged tables with validate→preview→commit. Give every source row stable identity, upsert idempotently, persist rejected rows and support safe resume/rollback.","Until fixed, require verified backups and post-import reconciliation; label workflow operator-assisted and do not use it as a self-serve launch dependency.",,712a9f7acd3e3c0f929206023630b08777af893667177e95ac1c0689d4f82beb,HN-021,P1,OPEN,REACHABLE_IN_PRODUCTION,true,BEFORE_STUDIO_2,T10,PG-data,,PR-13,c64366c9ba4130283932bbe21e32bf2ed62c4975,2026-07-30
Hone_Independent_Audit_2026-07-27.md,F-PAY-001,"Any authenticated practitioner can choose an arbitrary session charge amount up to CAD 2,000",P1,2026-07-27,96b28d62a5f3b9acd67d00b24c80caebd6a66e5d (audit §1.2 baseline),,"The action comments state the session price is a suggestion, accepts `amount_dollars` from the practitioner form, and permits any authenticated practitioner in the studio to initiate the charge. Stripe account, customer and payment method are server-derived, but amount authority is not owner-only or tied to an immutable invoice/service/session calculation.","A practitioner mistypes 500 instead of 50, manipulates the request, or intentionally charges an amount unrelated to the session. Idempotency can prevent duplicates but cannot make an unauthorized amount correct.","Clients, studio funds, refunds/disputes and card-authorization evidence.","Authenticated practitioner, eligible saved card/session and live payments enabled.",Payment tests can verify amount reaches Stripe exactly as requested and still miss authorization policy. Owner-run claims are contradicted by the action.,"Action/DB/E2E tests reject member-supplied arbitrary values, altered hidden fields, wrong session/client/account and excessive deviations; verify receipts use the final authorized amount.","Derive the default amount from server-authoritative services/session charges. Permit adjustments only to owners or an explicit role, with bounded reason codes, confirmation and audit. Consider dual confirmation above a threshold.","Before enabling another studio, reconcile existing charge attempts against expected service/session amounts and document the approved pricing authority.",,712a9f7acd3e3c0f929206023630b08777af893667177e95ac1c0689d4f82beb,HN-014,P1,PARTIALLY_FIXED,REACHABLE_IN_PRODUCTION,true,BEFORE_STUDIO_2,T7,PG-pay,,PR-02,c64366c9ba4130283932bbe21e32bf2ed62c4975,2026-07-30
Hone_Independent_Audit_2026-07-27.md,F-PRIV-001,Sentry can receive bearer credentials embedded in URL path segments,P1,2026-07-27,96b28d62a5f3b9acd67d00b24c80caebd6a66e5d (audit §1.2 baseline),,"Request and breadcrumb scrubbing removes query strings but preserves path segments. Hone places high-entropy bearer credentials in the path. The generic regexes target emails, JWTs, Bearer headers and selected token-like formats; an opaque random path segment can survive. Error events or sampled traces can therefore transmit it to Sentry.","An exception, failed fetch breadcrumb or sampled trace occurs on a token route. The event contains the raw path. Anyone with Sentry access—or a disclosure at that processor—may replay an unexpired intake, appointment-management, portal or calendar-feed credential.","Client health/intake data, appointment controls, portal access and private calendar feeds.",Sentry enabled and an event/trace on a bearer-path route before token expiry/revocation.,"Unit tests that scrub query parameters/JWTs may pass without opaque path-token cases. PostHog has a stronger route boundary, but Sentry does not inherit it.","Sentry scrub tests with realistic opaque tokens in request URL, transaction, span description, breadcrumb and exception context; assert the token never appears in serialized event JSON.","Canonicalize sensitive routes to templates before Sentry processing, e.g. `/intake/[token]`; drop transaction names/URLs/breadcrumb data for all bearer routes; add server-side allowlisted route metadata instead. Rotate/revoke credentials after suspected leakage.",Deploy scrub before enabling tracing broadly. Review Sentry retention/access and search historical events for route patterns without exporting raw tokens.,,712a9f7acd3e3c0f929206023630b08777af893667177e95ac1c0689d4f82beb,HN-016,P1,OPEN,REACHABLE_IN_PRODUCTION,true,WILLOW_NOW,T9,PG-privacy,,PR-05,c64366c9ba4130283932bbe21e32bf2ed62c4975,2026-07-30
Hone_Independent_Audit_2026-07-27.md,F-SCHED-001,"Availability, overrides, blockouts and service scheduling settings remain directly writable by any studio member",P1,2026-07-27,96b28d62a5f3b9acd67d00b24c80caebd6a66e5d (audit §1.2 baseline),,Early RLS grants full membership-scoped DML to schedule configuration tables. Later atomic/locked owner actions improve the intended path but do not remove the direct table capability.,"A non-owner practitioner or compromised member account edits another practitioner’s availability, removes blockouts, changes service settings or races a booking without the owner checks, locking and audit semantics in the newer actions.",All practitioners and clients in a studio; booking reliability and operational trust.,Authenticated studio membership.,UI tests can confirm owner-only controls while direct PostgREST remains available. Negative grant/RLS tests are needed.,DB tests assert members cannot modify another practitioner/studio-wide settings; approved commands serialize with public/internal booking.,"Revoke broad DML; separate owner-managed studio policy, practitioner self-availability and system materialization commands. Each command should lock the same capacity authority used by booking.",Coordinate with public-booking command migration so there is one consistent lock protocol.,,712a9f7acd3e3c0f929206023630b08777af893667177e95ac1c0689d4f82beb,HN-008,P2,PARTIALLY_FIXED,REACHABLE_IN_PRODUCTION,true,BEFORE_THREE_STUDIOS,T4,PG-schedule,,PR-11,c64366c9ba4130283932bbe21e32bf2ed62c4975,2026-07-30
